"Class" "tPC" "eP1" "eC1" "eA1" "eP2" "eC2" "eA2" "eP3" "eC3" "eA3" "eP4" "eC4" "eA4" "eP5" "eC5" "eA5" "eP6" "eC6" "eA6" "ThetaP1" "ThetaP2" "ThetaP3" "ThetaP4" "ThetaP5" "ThetaP6" "ThetaC1" "ThetaC2" "ThetaC3" "ThetaC4" "ThetaC5" "ThetaC6" "ThetaA1" "ThetaA2" "ThetaA3" "ThetaA4" "ThetaA5" "ThetaA6" "LogAlpha1" "LogAlpha2" "LogAlpha3" "LogAlpha4" "LogAlpha5" "LogAlpha6" "LogSigmaSq1" "LogSigmaSq2" "LogSigmaSq3" "LogSigmaSq4" "LogSigmaSq5" "LogSigmaSq6"
1 0.649592383844717 -0.0368149411258129 -0.234828876196199 0.141952905589415 0.220128401931762 0.242869926750365 0.282090993273479 3.80618449968122 3.72962613555235 3.74094558884524 -0.0293025006488117 0.827231967283322 0.48236262442435 1.41648314764703 1.28919309592545 1.33866077204735 1.60152596800194 2.53642340673278 1.95291726920508 -0.199454475194216 0.269359072670341 3.77925825119019 -0.305536372587085 1.33559945225716 2.02755231410265 -0.199454475194216 0.269359072670341 3.77925825119019 -0.305536372587085 1.33559945225716 2.02755231410265 -0.199454475194216 0.269359072670341 3.77925825119019 -0.305536372587085 1.33559945225716 2.02755231410265 2.67513133375905 2.00042189005762 2.07072253385559 2.0590807562694 0.956423013238236 1.26250480581075 1.49611786194146 -0.240025391569361 0.48040709993802 2.73761926521547 -1.29686277289875 0.324927797308192
1 0.19691173158559 -2.85308968900967 -2.79716374167397 -2.78515567345993 -0.0814665718514505 -0.0445679930706053 -0.0593068300668396 -0.979434421633852 -0.613335475418979 3.89228186260846 -1.26592369091621 -1.205047636168 -1.365262123615 -2.06954637160415 -2.06741460877164 -2.0789702025734 -1.02434366963471 -1.06114506039335 -0.819586569278819 -2.8192427046597 -0.0461552627384663 -1.90656459145248 -1.2406901717186 -2.06781429983675 -0.997769864276052 -2.8192427046597 -0.0461552627384663 -1.90656459145248 -1.2406901717186 -2.06781429983675 -0.997769864276052 -2.8192427046597 -0.0461552627384663 -1.90656459145248 -1.2406901717186 -2.06781429983675 -0.997769864276052 2.17886772402562 2.79061722918414 0.432726510800421 2.85007541952655 2.09781135292724 2.03946151421405 -0.391659897752106 -0.596075440291315 1.75847679446451 0.724907239899039 -1.89049217780121 0.476847808575258
1 0.294910335159996 2.17000761075034 1.38750479367527 0.239345939469057 -9.78094113559233 -4.00315182320771 -7.63587270816294 3.55450009832854 3.5971923140871 3.51797502703495 0.816822426319235 2.8373668925662 1.55818248088033 -3.95588103727156 -3.96737126702318 -3.93463468433339 -3.28710645169213 -3.2796133015968 -3.28785077315639 0.937625436112285 1.7601334862411 3.58402395248413 2.02115093171597 -3.94877667166293 -3.26988924480975 0.937625436112285 1.7601334862411 3.58402395248413 2.02115093171597 -3.94877667166293 -3.26988924480975 0.937625436112285 1.7601334862411 3.58402395248413 2.02115093171597 -3.94877667166293 -3.26988924480975 1.39902213681489 0.131290591321886 1.96408047247678 2.32837812253274 1.98002068558708 1.78077270998619 1.91451932140626 1.88343124184757 0.571192721370608 2.42627048119903 -0.698401546571404 -0.955991048133001
1 0.721029471572079 0.815773597845593 1.28330889561597 1.68289100361067 2.94970103968114 3.04502871341175 2.77519381803424 1.67708792632619 1.80551908430818 2.03820099113255 2.33338153920878 2.3219719975753 2.46544048754027 0.761695070916188 1.12119659506683 0.727576973373251 -1.25839433637593 -0.522920357229541 -1.44319075324496 0.337341070175171 2.90005458891392 1.8920789975673 2.25756884366274 0.892497900873423 -1.33597747609019 0.337341070175171 2.90005458891392 1.8920789975673 2.25756884366274 0.892497900873423 -1.33597747609019 0.337341070175171 2.90005458891392 1.8920789975673 2.25756884366274 0.892497900873423 -1.33597747609019 2.03874760866165 0.774832679657266 2.8069026733283 1.24270298075862 0.0646035298705101 1.86454521305859 2.79449122678488 -1.29444766486995 1.75911405193619 -0.639925331808627 -1.18584756553173 2.87027214490809
1 0.285278346904177 1.84611351312329 1.84757818059812 1.85833067614278 2.34627658842021 2.05390848278628 2.25059472503539 23.6269543921483 8.03648265546082 -0.886067813852365 -3.68140871019063 -3.70199277772667 -3.63510174195653 0.381839726337515 0.025978928938931 -0.0492358750421153 -0.129536634168446 -0.137483768715806 -0.133272805636558 1.84655619412661 2.24956873431802 -0.731421759352088 -3.61356023140252 0.186582116410136 -0.128340646624565 1.84655619412661 2.24956873431802 -0.731421759352088 -3.61356023140252 0.186582116410136 -0.128340646624565 1.84655619412661 2.24956873431802 -0.731421759352088 -3.61356023140252 0.186582116410136 -0.128340646624565 2.82658583368175 1.22935652593151 0.0140666356310249 1.50167869683355 0.711740545229986 1.96739053353667 -0.559493890497833 -0.0970648769289255 2.93132961681113 -0.769879367901012 -0.581492205848917 -1.91323156515136
1 0.699763152438249 1.81064485418656 1.80234004428864 1.79416659185393 -3.39101285274264 -3.43213176267529 -3.41891950959777 -2.7423593244941 -3.11378723345696 -2.91743838563964 -4.24495362068274 -2.30508068092798 -3.58445127258917 -2.56269922560263 -1.99365564024478 -1.2641561727957 -3.44214546668811 -3.42555218453024 -3.42416447624474 1.80444114282727 -3.39494773000479 -2.926283871755 -3.56453312933445 -2.7290346045047 -3.4260218963027 1.80444114282727 -3.39494773000479 -2.926283871755 -3.56453312933445 -2.7290346045047 -3.4260218963027 1.80444114282727 -3.39494773000479 -2.926283871755 -3.56453312933445 -2.7290346045047 -3.4260218963027 2.07336302055046 1.57315338263288 1.54712656815536 1.12091020820662 1.18530665826984 2.04565652227029 -1.71658210270107 -1.77641815552488 0.402591274585575 1.23004156351089 1.40662636561319 -1.540631120326
1 0.579942410606725 0.305142998585681 0.407266679488534 0.450201906716488 -3.04940028532417 -3.04548832355869 -3.04497522466239 1.93483413772497 3.61186914935879 1.91479242404544 -5.39680315603194 -3.29124869758425 4.43980264655116 0.656118895301001 0.614693042593642 0.577371779185426 -1.08750825418015 -1.13865731779271 -1.17738189895677 0.350704586133361 -3.04573082178831 2.74325945414603 3.60142232850194 0.642023731023073 -1.13663202337921 0.350704586133361 -3.04573082178831 2.74325945414603 3.60142232850194 0.642023731023073 -1.13663202337921 0.350704586133361 -3.04573082178831 2.74325945414603 3.60142232850194 0.642023731023073 -1.13663202337921 0.874903475632891 2.79022931330837 2.6104234799277 1.06598680559546 0.208816661965102 0.605531080858782 -0.679115831619129 -1.78801335324533 2.61985109956004 2.58205216331407 -1.57833155523986 -1.93556609144434
1 0.459413237317822 -2.23465928864521 -2.29828958269463 -2.42520919177835 -5.93436362617863 -5.08456621412618 -1.28364277245996 1.79767653084343 1.87315120770681 1.82214971978814 -3.16990598138599 -3.89408877604548 -4.0414454777453 4.02801540538783 -2.13439162652424 -0.446656616678627 1.09184345108376 1.09003053728086 0.83700600003169 -2.40899051353335 -1.50257019139826 2.20916148461401 -3.6790843307972 -1.37244190275669 0.96429268270731 -2.40899051353335 -1.50257019139826 2.20916148461401 -3.6790843307972 -1.37244190275669 0.96429268270731 -2.40899051353335 -1.50257019139826 2.20916148461401 -3.6790843307972 -1.37244190275669 0.96429268270731 2.05520815285854 0.761641642078757 2.02555425837636 2.46936500980519 1.05966026592068 2.9387318494264 0.727363609010354 2.16943866177462 1.59237323864363 2.52670610393398 1.94661326077767 1.38703981949948
1 0.374388164036127 0.247830412416276 2.09089979162993 2.45087176164714 0.426867834943158 -0.162107465979807 1.50645091059114 2.99036857057087 3.04796736325354 3.03453018470636 2.11995369859243 2.16427761503417 2.09867174322432 3.2515947479394 3.28332436659312 3.24828774210756 2.52056008695528 2.58036635296895 2.49112360674595 1.23671605065465 0.160851795226336 3.01175124756992 2.096276499331 3.27759054489434 2.53342182375491 1.23671605065465 0.160851795226336 3.01175124756992 2.096276499331 3.27759054489434 2.53342182375491 1.23671605065465 0.160851795226336 3.01175124756992 2.096276499331 3.27759054489434 2.53342182375491 1.56451729964465 2.53451698855497 1.38889168761671 0.225001237588003 2.00006840983406 0.666956410277635 1.70639787404798 2.05004496569745 -1.17767205042765 -1.94278341648169 -1.02265479322523 -1.17718263808638
1 0.555735002469401 -1.24002145952469 -1.02353464158253 -1.22754182011927 -2.23268614001919 -2.24013373459421 -2.24623600979598 2.11043998604997 1.89343287480565 2.04309214812411 -2.56391214976887 -2.38865395638278 -2.52215126126889 -2.24318922680514 -2.19124728481783 -2.41114091491682 1.46144143277957 1.20145457595189 1.32335047573362 -1.08904067613184 -2.24139570444822 1.97658400051296 -2.608747638762 -2.57526658847928 1.37619675509632 -1.08904067613184 -2.24139570444822 1.97658400051296 -2.608747638762 -2.57526658847928 1.37619675509632 -1.08904067613184 -2.24139570444822 1.97658400051296 -2.608747638762 -2.57526658847928 1.37619675509632 2.03099389560521 2.23536267061718 2.83481641416438 1.09278020309284 0.809375792741776 1.34109816723503 0.650937133003026 -1.98463161406107 1.70313450577669 0.407525220187381 0.240836499258876 0.301014781696722
